State,Station,acq_date,Min,Max,Max_wind_direction,Max_wind,RH_9,RH_3,Rain
NSW,66062,43730,18.4,22.5,,,62,44,Y
NSW,66062,43731,12.4,22.4,W,44,44,36,N
NSW,66062,43732,9.5,20.7,E,33,39,42,N
NSW,66062,43733,9.7,21.9,ESE,37,42,55,N
NSW,66062,43734,12.6,20.8,ENE,37,59,61,N
NSW,66062,43735,13.9,25.3,ENE,26,65,52,N
NSW,66062,43736,15.3,21.7,SSW,61,54,39,N
NSW,66062,43737,11.3,21.1,ENE,33,55,53,N
NSW,66062,43738,14.5,18.6,SSE,39,75,65,N
NSW,66062,43739,12.3,19.8,E,33,56,49,Y
NSW,66062,43740,11.9,22,NNE,37,61,59,N
NSW,66062,43741,14.2,29.3,NNE,31,48,35,N
NSW,66062,43742,17.9,33.5,SSW,57,28,57,N
NSW,66062,43743,15.1,19.4,SSE,31,87,65,Y
NSW,66062,43744,15.2,22.2,NNE,48,70,66,Y
NSW,66062,43745,16.7,23.9,SE,39,67,62,N
NSW,66062,43746,16.6,24,S,50,80,72,N
NSW,66062,43747,10.6,19.3,S,57,52,41,Y
NSW,66062,43748,11.2,21.1,SE,46,55,49,Y
NSW,66062,43749,11.8,18.3,ESE,37,67,57,Y
NSW,66062,43750,12,20.4,SE,44,62,73,Y
NSW,66062,43751,11.2,19.2,WSW,24,79,57,Y
NSW,66062,43752,12,21.9,E,33,63,57,N
NSW,66062,43753,15.4,24,NE,50,71,63,N
NSW,66062,43754,17.5,23,SSW,37,76,66,N
NSW,66062,43755,17.3,28.4,W,72,66,22,N
NSW,66062,43756,12.2,24.3,W,39,32,34,N
NSW,66062,43757,14.5,28.7,W,70,23,14,N
NSW,66062,43758,12.6,22.3,ESE,31,34,31,N
NSW,66062,43759,11.9,22.6,ENE,30,58,51,N
NSW,66062,43760,13,23.7,E,37,62,51,N
NSW,66062,43761,15.7,24.2,ENE,48,58,59,N
NSW,66062,43762,18.5,27.5,WNW,39,66,63,N
NSW,66062,43763,17.4,37.2,NNW,48,30,12,N
NSW,66062,43764,23,31.4,WNW,74,30,14,N
NSW,66062,43765,15.8,23.5,W,50,22,33,N
NSW,66062,43766,13.4,23,ESE,43,56,53,N
NSW,66062,43767,13.9,24.5,NE,46,63,54,N
NSW,66062,43768,16.6,26.4,E,28,67,57,N
NSW,66062,43769,18,26,ENE,41,75,58,N
NSW,66062,43770,18.1,25.1,NE,57,59,56,N
NSW,66062,43771,18,26.7,,,62,49,N
NSW,66062,43772,18.4,30,,,62,53,N
NSW,66062,43773,16.2,24.7,,,58,64,Y
NSW,66062,43774,14.8,20.3,SSE,2,53,42,Y
NSW,66062,43775,12,27.7,NE,39,43,39,N
NSW,66062,43776,18.7,31.7,NW,57,16,23,N
NSW,66062,43777,18.5,30.7,W,69,24,14,N
NSW,66062,43778,12.6,21.9,WSW,46,27,28,N
NSW,66062,43779,14.5,25.2,W,44,33,31,N
NSW,66062,43780,14.7,26.9,NNE,56,53,48,N
NSW,66062,43781,16.4,36.5,SSE,65,21,9,N
NSW,66062,43782,14.8,24.2,W,44,21,29,N
NSW,66062,43783,15.7,24.9,W,37,26,29,N
NSW,66062,43784,16,31.1,S,52,30,25,N
NSW,66062,43785,17.3,22.6,S,52,61,54,N
NSW,66062,43786,18.3,23.4,ESE,46,71,53,N
NSW,66062,43787,16,26.2,NNE,46,53,55,N
NSW,66062,43788,16.3,32.2,SSE,56,29,23,N
NSW,66062,43789,18,23.9,SSE,39,64,46,N
NSW,66062,43790,16.5,26.6,NE,52,58,59,N
NSW,66062,43791,20.3,25.8,SSE,56,62,61,N
NSW,66062,43792,18.7,21.9,SSE,33,78,68,Y
NSW,66062,43793,18.7,25.3,SSE,46,63,48,Y
NSW,66062,43794,18.6,28.5,NNE,52,68,57,Y
NSW,66062,43795,19.2,35.4,NNW,104,50,37,Y
NSW,66062,43796,14.8,22.5,,,33,38,Y
NSW,66062,43797,15,24.6,,,55,58,N
NSW,66062,43798,20.6,27.6,NE,41,68,57,N
NSW,66062,43799,19.6,23.6,SSE,56,70,63,N
NSW,66062,43800,17.4,22,WNW,48,58,58,N
NSW,66062,43801,16.7,23.1,WSW,70,35,25,N
NSW,66062,43802,14.1,28.4,W,41,30,28,N
NSW,66062,43803,17.8,30.6,NE,31,27,27,N
NSW,66062,43804,16.1,34.4,S,37,30,11,N
NSW,66062,43805,18.3,24.7,SSE,46,60,65,N
NSW,66062,43806,18.6,25.1,ESE,39,60,57,N
NSW,66062,43807,19.9,24.5,E,37,56,53,N
NSW,66062,43808,20.6,24.6,NNE,54,66,63,N
NSW,66062,43809,18.9,30.1,S,61,70,63,N
NSW,66062,43810,18.4,24.7,S,43,71,52,N
NSW,66062,43811,18.6,22.8,ESE,35,66,53,N
NSW,66062,43812,18.4,23.4,ESE,33,65,56,N
NSW,66062,43813,19.6,26,SSE,33,66,64,N
NSW,66062,43814,20.6,26.5,NNE,35,70,64,N
NSW,66062,43815,19.5,24.1,S,65,57,51,N
NSW,66062,43816,16.8,24.1,E,28,49,45,N
NSW,66062,43817,17,26.2,ENE,50,48,51,N
NSW,66062,43818,19.1,39.3,S,59,53,32,N
NSW,66062,43819,19.2,25.9,ENE,37,60,56,N
NSW,66062,43820,21.1,28.7,S,65,62,57,N
NSW,66062,43821,18.6,23.5,SSW,44,62,46,N
NSW,66062,43822,17,24,NNE,31,62,52,N
NSW,66062,43823,19.2,26.9,E,31,77,67,N
NSW,66062,43824,21.7,26.6,ENE,43,65,54,Y
NSW,66062,43825,21,27.2,NE,52,58,54,Y
NSW,66062,43826,21,27,NE,54,52,50,N
NSW,66062,43827,20.1,28.7,NNE,56,57,45,N
NSW,66062,43828,20.1,26.3,ENE,31,65,56,N
NSW,66062,43829,20.1,27.3,NNE,43,71,51,N
NSW,66062,43830,20.7,35.3,S,69,56,27,N
NSW,66062,43831,19.2,26.2,SSW,39,60,54,N
NSW,66062,43832,19.5,25.8,SSW,35,56,49,N
NSW,66062,43833,22.1,28.6,NE,43,71,66,N
NSW,66062,43834,21.3,35.9,S,81,58,32,N
NSW,66062,43835,21.6,27.4,SSW,67,58,53,N
NSW,66062,43836,19.8,25.1,ESE,31,62,57,N
NSW,66062,43837,20.2,27.3,NE,37,80,71,Y
NSW,66062,43838,21.3,28,S,48,72,54,Y
NSW,66062,43839,21.4,26.7,SSW,33,76,56,Y
NSW,66062,43840,21.7,28.7,NNE,52,73,63,Y
NSW,66062,43841,19.3,23.3,S,76,73,48,Y
NSW,66062,43842,19.2,22.2,SSE,37,53,76,N
NSW,66062,43843,17.4,25.9,ENE,33,73,51,Y
NSW,66062,43844,19.2,26.3,E,33,66,55,Y
NSW,66062,43845,19.1,26.2,E,31,73,55,N
NSW,66062,43846,21.5,26.5,S,46,81,72,Y
NSW,66062,43847,18.8,22.1,SSW,50,88,86,Y
NSW,66062,43848,18.6,23,SSW,52,80,74,Y
NSW,66062,43849,19,26.5,SSE,28,84,62,Y
NSW,66062,43850,20.4,27.7,NE,44,65,76,N
NSW,66062,43851,19.8,32,ESE,37,36,32,Y
NSW,66062,43852,20.4,31.8,NE,44,62,63,Y
NSW,66062,43853,23.1,41.3,NNW,72,35,15,N
NSW,66062,43854,23.2,26.5,NNW,52,72,57,N
NSW,66062,43855,22.5,28.6,ESE,28,67,67,Y
NSW,66062,43856,24.5,32,NNE,59,73,60,Y
NSW,66062,43857,22.8,29.3,S,54,73,62,N
NSW,66062,43858,23.2,30.3,S,44,74,68,N
NSW,66062,43859,23.2,29.3,S,39,62,59,N
NSW,66062,43860,20.2,28.7,ENE,39,68,53,N
NSW,66062,43861,23.5,30.8,NE,50,69,58,N
NSW,66062,43862,24.1,34.8,NNE,56,63,43,N
NSW,66062,43863,24.8,30.7,SSE,44,70,62,N
NSW,66062,43864,22.3,31.4,SSE,72,86,59,Y
NSW,66062,43865,18.4,24,SSE,54,51,49,Y
NSW,66062,43866,18,25.8,E,37,54,51,N
NSW,66062,43867,20.8,24.1,ENE,44,66,71,Y
NSW,66062,43868,18.7,22.9,E,59,90,90,Y
NSW,66062,43869,19.1,23.9,ESE,70,76,84,Y
NSW,66062,43870,19.4,22.3,ESE,102,89,91,Y
NSW,66062,43871,19.3,26.9,ESE,63,91,68,Y
NSW,66062,43872,21.1,30.6,NE,44,76,62,N
NSW,66062,43873,22.2,26,ESE,33,75,78,N
NSW,66062,43874,21.9,26.2,ENE,35,88,86,Y
NSW,66062,43875,20.5,27.8,SSE,35,72,49,Y
NSW,66062,43876,18.7,28.3,ESE,26,72,56,N
NSW,66062,43877,20.4,27.7,ESE,30,63,57,Y
NSW,66062,43878,20.8,25.3,W,17,81,68,Y
NSW,66062,43879,20.5,29.4,W,104,83,56,Y
NSW,66062,43880,20.3,29.4,W,44,44,34,Y
NSW,66062,43881,18.2,25.6,ESE,39,66,47,Y
NSW,66062,43882,20.1,25.3,SE,37,59,54,N
NSW,66062,43883,18.7,23.6,SSW,33,74,60,N
NSW,66062,43884,19.5,25.4,ENE,30,69,51,N
NSW,66062,43885,19.4,28,ENE,31,61,55,Y
NSW,66062,43886,20.4,28.4,NNE,48,68,52,N
NSW,66062,43887,22,33,SSW,74,52,49,N
NSW,66062,43888,20.2,25.8,SSE,39,58,49,Y
NSW,66062,43889,18.7,26,SSE,43,50,54,N
NSW,66062,43890,19.3,26.2,E,33,65,50,N
NSW,66062,43891,19,28,NNE,48,71,57,N
NSW,66062,43892,20.6,37.6,S,80,40,13,N
NSW,66062,43893,20.6,22.2,SSE,31,64,71,N
NSW,66062,43894,18.7,24.8,ENE,46,91,65,Y
NSW,66062,43895,20,22.9,NNE,54,83,89,Y
NSW,66062,43896,20.9,27.9,S,44,88,68,Y
NSW,66062,43897,19.6,25.1,SSE,44,75,60,Y
NSW,66062,43898,16.7,23.4,SSE,33,86,60,Y
NSW,66062,43899,16.9,22.4,SSE,37,87,64,Y
NSW,66062,43900,16.8,23.6,S,24,72,50,Y
NSW,66062,43901,15.6,25.2,ESE,28,67,46,Y
NSW,66062,43902,17.3,25.3,E,28,74,44,Y
NSW,66062,43903,15.4,25.1,NE,37,69,51,N
NSW,66062,43904,17.5,17.9,S,65,71,84,N
NSW,66062,43905,13.3,20.7,SSE,48,67,82,Y
NSW,66062,43906,15.9,22.3,SE,48,90,79,Y
NSW,66062,43907,15.1,23.7,W,28,84,53,Y
NSW,66062,43908,15,25.4,NNE,35,79,54,Y
NSW,66062,43909,16.4,32.5,WNW,22,68,35,N
NSW,66062,43910,19.7,35,S,48,50,23,N
NSW,66062,43911,18.6,26,SSE,39,71,60,N
NSW,66062,43912,18.2,29.5,SSE,48,70,50,N
NSW,66062,43913,18.5,23.4,S,46,60,56,Y
NSW,66062,43914,16.6,21.7,NE,31,87,66,Y
NSW,66062,43915,17.6,25.9,SSE,39,65,63,Y
NSW,66062,43916,16.9,22.4,SSE,50,68,64,Y
NSW,66062,43917,17.7,23.9,E,35,60,42,Y
NSW,66062,43918,15.2,24.3,E,33,76,48,Y
NSW,66062,43919,17.6,24.8,NE,41,88,64,Y
NSW,66062,43920,19.4,24.9,NNW,31,85,56,Y
NSW,66062,43921,17.6,27.9,ESE,28,74,57,N
NSW,66062,43922,20.2,24.2,ENE,35,76,70,Y
NSW,66062,43923,19.4,24.8,NE,33,74,71,N
NSW,66062,43924,17.8,25.8,NE,31,70,59,Y
NSW,66062,43925,19.7,26.1,W,65,82,29,Y
NSW,66062,43926,14.1,25,NNW,41,44,27,N
NSW,66062,43927,14.6,25.2,SSE,46,45,54,N
NSW,66062,43928,15.4,21.9,SSE,35,72,55,Y
NSW,66062,43929,15.9,20.2,SSE,31,73,60,Y
NSW,66062,43930,16.5,22.2,SSE,28,72,67,N
NSW,66062,43931,18,23.6,WSW,59,83,60,Y
NSW,66062,43932,13.9,26.6,W,80,51,26,Y
NSW,66062,43933,12.4,22.4,W,37,42,34,Y
NSW,66062,43934,11.3,21.5,ENE,24,61,48,N
NSW,66062,43935,13,24.3,E,24,69,57,N
NSW,66062,43936,15.2,25.2,E,22,72,54,N
NSW,66062,43937,17.9,25.8,NNW,37,55,45,N
NSW,66062,43938,17.8,28.1,W,35,40,15,N
NSW,66062,43939,13.8,24.7,WSW,44,50,33,N
NSW,66062,43940,12.6,22.6,WNW,22,66,51,N
NSW,66062,43941,13.9,19.6,W,28,73,49,N
NSW,66062,43942,14.3,25.3,ENE,30,55,51,N
NSW,66062,43943,14.8,26.5,W,39,56,27,N
NSW,66062,43944,13.4,26.4,N,31,60,41,N
NSW,66062,43945,15.9,29.2,WSW,31,50,26,N
NSW,66062,43946,14.5,24.9,NNE,37,63,55,N
NSW,66062,43947,16.4,28.3,NW,41,51,31,N
NSW,66062,43948,16.3,21.7,ENE,35,73,63,N
NSW,66062,43949,17.2,23,ENE,35,55,59,Y
NSW,66062,43950,17.4,24.3,NNE,39,71,63,Y
NSW,66062,43951,20,21.1,WSW,59,70,88,N
NSW,66062,43952,10.4,16.9,W,70,46,30,Y
NSW,66062,43953,12.6,18.7,WNW,67,38,29,Y
NSW,66062,43954,11.2,20.4,W,43,47,32,N
NSW,66062,43955,9.5,19.9,SSW,39,62,47,N
NSW,66062,43956,11.9,21.2,SSW,35,84,56,Y
NSW,66062,43957,11.4,24.2,W,22,80,32,Y
NSW,66062,43958,11.7,25,NNW,28,71,39,N
NSW,66062,43959,14.1,28.5,WNW,41,52,29,N
NSW,66062,43960,17.2,27,W,48,47,33,N
NSW,66062,43961,12.1,19.4,W,56,39,22,N
NSW,66062,43962,7.8,19.9,W,37,51,31,N
NSW,66062,43963,8.4,21.5,W,28,64,39,N
NSW,66062,43964,10.3,19.4,W,26,66,36,N
NSW,66062,43965,10.4,18.2,S,44,75,72,N
NSW,66062,43966,10,15.6,S,39,67,84,Y
NSW,66062,43967,11.1,18.5,W,22,90,64,Y
NSW,66062,43968,10.1,21,SE,24,84,59,N
NSW,66062,43969,11.5,19.6,E,26,85,65,Y
NSW,66062,43970,13.9,20.6,E,22,88,55,Y
NSW,66062,43971,13.3,24.5,NNW,46,64,47,N
NSW,66062,43972,14.9,18.1,NW,57,73,74,Y
NSW,66062,43973,9.1,16,SW,61,61,59,Y
NSW,66062,43974,11.4,17.3,W,48,60,59,Y
NSW,66062,43975,13.9,17.4,SW,76,60,56,Y
NSW,66062,43976,13.5,15.6,SSW,63,75,73,N
NSW,66062,43977,13.5,20.1,SSW,46,90,60,Y
NSW,66062,43978,11.7,20.5,WNW,26,87,56,Y
NSW,66062,43979,11.3,22.8,W,26,87,47,N
NSW,66062,43980,11.8,15.9,WNW,26,79,85,N
NSW,66062,43981,10.9,19.7,NNE,28,90,57,Y
NSW,66062,43982,12.5,22.6,N,39,69,41,N
VIC,86338,43952,7.6,13,NW,46,80,62,Y
VIC,86338,43953,8.3,14.2,WNW,44,81,66,Y
VIC,86338,43954,9.8,15,SSW,30,72,63,Y
VIC,86338,43955,9.4,14.8,WSW,19,97,78,Y
VIC,86338,43956,8,19.5,N,31,100,51,Y
VIC,86338,43957,10.2,20.1,N,48,64,56,N
VIC,86338,43958,15.1,21.1,NNW,59,52,51,N
VIC,86338,43959,12.6,19.6,NNW,41,70,53,N
VIC,86338,43960,12.6,14,SW,39,81,75,Y
VIC,86338,43961,7.2,14.5,NW,28,65,59,Y
VIC,86338,43962,7.8,17.1,NNW,22,74,57,Y
VIC,86338,43963,10.3,14.8,N,41,69,66,Y
VIC,86338,43964,10.4,14.5,SSW,30,90,54,Y
VIC,86338,43965,6.6,14.7,SSW,20,89,53,Y
VIC,86338,43966,4.5,15.3,SSW,19,86,58,N
VIC,86338,43967,4.5,18,NNW,35,87,46,N
VIC,86338,43968,5.1,18.5,NNE,19,91,44,N
VIC,86338,43969,5.5,19.4,N,33,87,51,N
VIC,86338,43970,8.1,17.7,NNW,33,69,57,N
VIC,86338,43971,10.3,15.8,NNW,56,83,43,Y
VIC,86338,43972,9.4,13.7,S,31,99,62,Y
VIC,86338,43973,9.1,13.6,SW,24,87,64,Y
VIC,86338,43974,9.4,13.5,SSE,33,95,97,N
VIC,86338,43975,10.9,13.8,S,35,66,77,Y
VIC,86338,43976,5.5,16,ESE,31,100,56,N
VIC,86338,43977,5.4,18.5,N,26,100,44,N
VIC,86338,43978,5.9,17.1,N,39,67,65,N
VIC,86338,43979,12.1,17.6,N,20,71,70,N
VIC,86338,43980,7.2,17.1,NNW,33,92,65,N
VIC,86338,43981,8.1,17.1,N,56,73,52,N
VIC,86338,43982,12.4,17.8,N,44,71,48,N
VIC,86338,43922,11,23.1,SSE,20,84,55,N
VIC,86338,43923,12.4,20.7,NNW,30,98,85,Y
VIC,86338,43924,13.7,23.2,N,46,98,55,Y
VIC,86338,43925,12.8,16.6,WSW,56,81,84,Y
VIC,86338,43926,9.5,16.9,,,70,91,Y
VIC,86338,43927,10.7,16.5,S,24,74,59,Y
VIC,86338,43928,11.9,16.4,S,24,78,58,Y
VIC,86338,43929,11.7,18.6,SE,26,97,68,Y
VIC,86338,43930,8.9,21.2,SSW,17,82,51,N
VIC,86338,43931,12.7,22,NW,31,79,53,Y
VIC,86338,43932,13,15.7,WSW,59,64,56,Y
VIC,86338,43933,11,15.3,W,30,79,61,Y
VIC,86338,43934,12.2,18.3,SSW,20,68,57,N
VIC,86338,43935,12.1,23.4,N,33,64,51,Y
VIC,86338,43936,15.6,23.5,N,50,54,44,N
VIC,86338,43937,15.4,21.5,SSW,46,72,76,Y
VIC,86338,43938,11.4,18.4,WSW,35,67,61,N
VIC,86338,43939,12.9,16.4,WSW,26,76,67,N
VIC,86338,43940,11.2,19.4,NNW,31,75,37,N
VIC,86338,43941,12,20.8,N,59,55,37,Y
VIC,86338,43942,8.5,19.6,NNW,41,74,39,N
VIC,86338,43943,12.8,18.2,SSW,22,69,64,N
VIC,86338,43944,9.6,19.7,N,44,66,53,N
VIC,86338,43945,15.1,22.3,N,26,68,49,Y
VIC,86338,43946,10.5,21.7,N,43,75,50,N
VIC,86338,43947,15.4,17.7,SSW,31,78,64,Y
VIC,86338,43948,8.1,18.1,NNW,22,72,48,Y
VIC,86338,43949,7.1,18.9,NNW,43,76,52,N
VIC,86338,43950,11.2,19.8,N,35,83,98,Y
VIC,86338,43951,8.9,15.5,WNW,44,78,75,Y
VIC,86338,43891,13.2,32.1,N,46,83,27,N
VIC,86338,43892,14.2,18.4,SSW,44,72,52,Y
VIC,86338,43893,14.7,19.5,SSW,33,59,59,N
VIC,86338,43894,13.6,23.5,SE,19,77,61,N
VIC,86338,43895,15.4,20.3,SSW,20,100,100,Y
VIC,86338,43896,15.9,19,S,37,77,84,Y
VIC,86338,43897,15.4,20,SSW,31,73,70,Y
VIC,86338,43898,13.9,22.4,SSE,39,78,50,N
VIC,86338,43899,12.3,21,S,37,73,48,N
VIC,86338,43900,10.3,22.3,SSW,20,85,59,N
VIC,86338,43901,12.6,29.5,N,24,85,33,N
VIC,86338,43902,16.6,29.5,N,39,55,34,N
VIC,86338,43903,19.1,26.8,SSW,54,44,46,N
VIC,86338,43904,13.1,17.9,SE,43,52,45,Y
VIC,86338,43905,12.7,18.8,SSE,31,74,64,N
VIC,86338,43906,9.3,26.5,NNE,22,87,35,N
VIC,86338,43907,11.6,28.2,N,43,63,37,N
VIC,86338,43908,17.7,28.3,N,43,42,35,N
VIC,86338,43909,18.7,30.4,N,39,43,34,N
VIC,86338,43910,16.1,22.7,W,44,63,47,N
VIC,86338,43911,14.6,18.4,SSW,24,64,59,N
VIC,86338,43912,12.1,18.3,SSW,39,76,67,N
VIC,86338,43913,12.7,17.1,S,31,66,63,Y
VIC,86338,43914,8.5,17.9,S,31,75,55,N
VIC,86338,43915,10.8,17.5,S,30,53,61,N
VIC,86338,43916,13.7,19.8,WSW,30,78,65,N
VIC,86338,43917,13.6,27.6,NNW,30,90,36,N
VIC,86338,43918,14.8,27.5,NNE,41,68,37,N
VIC,86338,43919,16.5,26.4,NNW,48,43,75,N
VIC,86338,43920,15.9,21.7,W,26,75,55,Y
VIC,86338,43921,12.2,21.4,SSW,22,84,51,N
VIC,86338,43862,23.5,29.3,SSW,28,65,100,Y
VIC,86338,43863,14.2,25.1,NNW,31,63,47,Y
VIC,86338,43864,13.2,17.7,S,46,81,50,N
VIC,86338,43865,11.3,19.7,S,43,50,48,N
VIC,86338,43866,10.8,20.1,S,35,66,57,N
VIC,86338,43867,13.7,25.5,SSW,30,76,56,N
VIC,86338,43868,16.5,23.2,S,30,95,80,N
VIC,86338,43869,17.4,29.4,ESE,50,78,41,N
VIC,86338,43870,19.6,28.2,SE,48,63,49,N
VIC,86338,43871,18.5,27.7,ESE,31,87,57,Y
VIC,86338,43872,19.5,25.9,SSW,30,86,65,N
VIC,86338,43873,19.1,27.7,SSE,39,93,77,N
VIC,86338,43874,19.4,31.7,SSE,35,73,52,N
VIC,86338,43875,20.3,33.7,NNW,31,77,81,N
VIC,86338,43876,18.9,19.3,SSW,37,100,100,Y
VIC,86338,43877,16.9,26.4,ESE,31,80,57,Y
VIC,86338,43878,15.2,25.6,SSW,28,80,63,N
VIC,86338,43879,17.6,21.8,SW,52,90,99,N
VIC,86338,43880,13.3,19.7,SSW,46,92,63,Y
VIC,86338,43881,14.2,18.7,S,33,65,60,Y
VIC,86338,43882,13.5,19.6,S,33,90,55,Y
VIC,86338,43883,11.4,21.1,SSW,31,67,52,N
VIC,86338,43884,13.3,34,NW,43,77,37,N
VIC,86338,43885,16.8,23.7,SSW,24,85,88,N
VIC,86338,43886,18.4,31.6,NNW,43,81,38,Y
VIC,86338,43887,16.2,19.2,WSW,44,59,49,Y
VIC,86338,43888,11,19.7,NW,33,60,47,Y
VIC,86338,43889,13.1,20.1,WNW,28,76,64,N
VIC,86338,43890,14.7,22.4,SSW,24,82,65,N
VIC,86338,43831,11.8,24.9,S,33,69,38,N
VIC,86338,43832,12.8,25,SSW,35,66,48,N
VIC,86338,43833,13.7,36.6,ESE,20,62,41,N
VIC,86338,43834,18.6,26.8,SSW,48,43,73,N
VIC,86338,43835,12.7,16.7,SSE,35,89,64,Y
VIC,86338,43836,11.9,18,SSW,24,100,85,Y
VIC,86338,43837,12.6,20.1,S,31,89,80,Y
VIC,86338,43838,16.8,23.8,SSW,37,75,72,N
VIC,86338,43839,17.9,31.9,SSE,28,74,42,N
VIC,86338,43840,20.1,32.9,SSW,57,46,86,N
VIC,86338,43841,13.5,19.3,SSW,41,65,52,Y
VIC,86338,43842,14.2,19.9,SSW,39,66,65,N
VIC,86338,43843,12.7,32.2,NNW,39,76,28,N
VIC,86338,43844,16.7,33.8,SE,26,79,62,N
VIC,86338,43845,19.5,36.8,WSW,50,43,28,N
VIC,86338,43846,15.7,19.6,SSW,46,78,65,Y
VIC,86338,43847,14.4,24.8,SE,50,73,50,N
VIC,86338,43848,13.9,29.4,SSE,39,74,51,N
VIC,86338,43849,17.5,25.5,E,43,81,64,N
VIC,86338,43850,19.1,21.8,SSW,39,80,87,Y
VIC,86338,43851,14.8,23.5,SW,33,66,51,Y
VIC,86338,43852,14.1,31.7,N,59,46,30,N
VIC,86338,43853,12.9,22.6,NNW,46,85,48,Y
VIC,86338,43854,11.7,24.1,NNW,31,53,40,Y
VIC,86338,43855,13,27.4,NNW,26,62,41,N
VIC,86338,43856,15.8,23.6,SSW,33,82,68,N
VIC,86338,43857,12.8,23.1,SSE,30,67,52,N
VIC,86338,43858,13.6,25.4,SSW,31,75,39,N
VIC,86338,43859,15.2,31.5,SSW,19,74,31,N
VIC,86338,43860,16.4,39.4,N,35,47,13,N
VIC,86338,43861,21.5,42.9,NNW,59,36,22,N
VIC,86338,43800,12.2,16.8,NNW,43,58,75,N
VIC,86338,43801,9.8,15.5,SSW,46,61,54,Y
VIC,86338,43802,11,22.2,WNW,48,63,44,Y
VIC,86338,43803,12.1,23,WSW,35,61,36,N
VIC,86338,43804,12.3,23.9,SW,41,64,37,N
VIC,86338,43805,13.3,20.8,SSW,39,63,47,N
VIC,86338,43806,11.2,21,S,35,63,45,N
VIC,86338,43807,13.8,27.6,S,26,58,58,N
VIC,86338,43808,16.3,38,N,46,31,13,N
VIC,86338,43809,14.3,17.2,SSW,35,73,59,N
VIC,86338,43810,13.4,18.1,SSW,37,61,69,N
VIC,86338,43811,13.4,18.4,S,33,77,57,N
VIC,86338,43812,11.4,20.9,SSW,28,55,50,N
VIC,86338,43813,14.1,20.1,SW,35,73,59,N
VIC,86338,43814,15.1,21.7,S,28,70,49,N
VIC,86338,43815,13,22.6,SSW,26,87,55,N
VIC,86338,43816,12.6,26.3,SSW,26,70,48,N
VIC,86338,43817,15.9,40.1,N,28,59,14,N
VIC,86338,43818,17.2,23.3,S,30,81,64,N
VIC,86338,43819,13.7,43.5,N,50,56,13,N
VIC,86338,43820,16.9,20.2,S,46,71,58,N
VIC,86338,43821,13.1,19.6,SSW,39,53,53,N
VIC,86338,43822,12.1,20,SSW,35,70,65,N
VIC,86338,43823,14.1,24.5,SSW,39,67,65,N
VIC,86338,43824,14,27.9,SW,30,75,32,N
VIC,86338,43825,16.5,20.5,S,31,76,64,N
VIC,86338,43826,13.6,23.9,SSW,30,66,65,N
VIC,86338,43827,16.7,28.4,S,35,57,52,N
VIC,86338,43828,16.8,33.2,SSW,35,69,61,N
VIC,86338,43829,19.7,40.8,N,67,27,13,N
VIC,86338,43830,15.3,21.2,S,39,63,45,Y
VIC,86338,43770,20,34.3,NNW,59,34,21,N
VIC,86338,43771,15.8,18.9,SSW,41,94,98,Y
VIC,86338,43772,12.8,20.7,S,39,86,76,Y
VIC,86338,43773,9.5,16.2,WSW,35,64,76,Y
VIC,86338,43774,7.7,19.6,SSW,24,65,43,Y
VIC,86338,43775,10.5,24.1,NW,54,59,29,N
VIC,86338,43776,11.5,17.7,N,48,54,79,N
VIC,86338,43777,10.3,15,SSW,54,73,51,Y
VIC,86338,43778,7.6,14.2,WSW,43,64,61,Y
VIC,86338,43779,10.8,18.1,W,30,80,63,Y
VIC,86338,43780,10,29.6,N,44,57,27,N
VIC,86338,43781,11.5,17.4,SSW,48,65,46,Y
VIC,86338,43782,9.1,17.3,SW,35,58,49,Y
VIC,86338,43783,12.1,22.4,NW,30,67,45,Y
VIC,86338,43784,13,18.5,NW,35,65,69,N
VIC,86338,43785,9.2,17.2,SSW,28,58,48,N
VIC,86338,43786,10.8,16.2,SSW,31,73,50,N
VIC,86338,43787,8.5,26.9,NNW,28,59,35,N
VIC,86338,43788,11.4,18.6,SSW,30,81,62,N
VIC,86338,43789,9.4,34.7,N,33,73,21,N
VIC,86338,43790,14,40.9,NNW,85,17,28,N
VIC,86338,43791,13.6,20,SSW,31,57,47,N
VIC,86338,43792,10.1,23.8,SSW,37,64,54,N
VIC,86338,43793,11.9,23.7,SSW,30,60,44,N
VIC,86338,43794,11.4,27.4,NNW,39,27,39,N
VIC,86338,43795,11.4,16.4,SSW,52,70,53,Y
VIC,86338,43796,8.6,24.8,NNW,28,56,29,N
VIC,86338,43797,11.4,21.1,SSW,35,55,48,N
VIC,86338,43798,11.9,19.7,SW,35,81,61,N
VIC,86338,43799,10.3,18.4,S,28,76,40,Y
VIC,86338,43739,4.2,20.5,WSW,24,62,55,N
VIC,86338,43740,9.3,26.5,N,39,50,24,N
VIC,86338,43741,15.1,29.7,N,46,27,69,N
VIC,86338,43742,12.5,15.2,S,28,75,79,N
VIC,86338,43743,7.6,24.3,,,74,54,Y
VIC,86338,43744,12.9,24.8,N,48,,40,N
VIC,86338,43745,11.6,16.4,,,62,51,N
VIC,86338,43746,9.5,14.2,,,83,62,Y
VIC,86338,43747,8.5,15,SSE,31,94,65,Y
VIC,86338,43748,10.2,14.7,SSW,28,77,68,Y
VIC,86338,43749,9.5,18.9,SE,39,81,54,N
VIC,86338,43750,8.2,20.4,SSW,26,64,48,N
